ordinal	postdate	pid	content_length	source_url	preview
439	2026-01-28 07:38	856106882	67	https://bbs.nga.cn/read.php?pid=856106882&opt=128	一觉醒来 黄金到我第二个位置了 5200 太牛P了 ，等美元指数回升在卖第二次。
440	2026-01-28 09:26	856116208	74	https://bbs.nga.cn/read.php?pid=856116208&opt=128	AI硬被带起来了 其实就是AI软涨价逻辑，所以AI硬都能抗到现在了 不要随意割肉了。
441	2026-01-28 09:36	856117445	57	https://bbs.nga.cn/read.php?pid=856117445&opt=128	[图片: ./mon_202601/28/jmQu80l-cvn7K9T1kSeg-1a.jpg] 直接做了一把成本出来
442	2026-01-28 09:40	856117963	26	https://bbs.nga.cn/read.php?pid=856117963&opt=128	Reply[/pid] Post by Doh丶 (2026-01-28 09:39): 诶，之前底仓也卖了吗 并没有 那个锁了 成本为0
443	2026-01-28 09:45	856118627	34	https://bbs.nga.cn/read.php?pid=856118627&opt=128	Reply[/pid] Post by 沪上魔王 (2026-01-28 09:43): 马桶涨到我恐惧 躺了三十多点了没做T 早知道做做T不止了 做T估计都拿不回来 我反正没敢动
444	2026-01-28 09:50	856119286	58	https://bbs.nga.cn/read.php?pid=856119286&opt=128	你们现在学会怎么上仓位了吗？不是想买就买的 买了要能挣钱才行
445	2026-01-28 10:09	856121921	16	https://bbs.nga.cn/read.php?pid=856121921&opt=128	我为祖国继续献石油
446	2026-01-28 10:18	856123235	54	https://bbs.nga.cn/read.php?pid=856123235&opt=128	Reply[/pid] Post by 龙井井龙 (2026-01-28 10:16): 今天这个黄白线怎么一个上天一个下海 因为GJD没有太多白线的ETF了 还剩不少1000 和2000的ETF
447	2026-01-28 10:44	856127222	10	https://bbs.nga.cn/read.php?pid=856127222&opt=128	我 石油王 打钱
448	2026-01-28 10:47	856127675	33	https://bbs.nga.cn/read.php?pid=856127675&opt=128	Reply[/pid] Post by 极地丶之光 (2026-01-28 10:45): 可恶，不敢做期货，炒股对我来说风险就已经很大了，期货是碰都不敢碰 我前面说了啊 我股票期货一起做
449	2026-01-28 10:49	856128085	77	https://bbs.nga.cn/read.php?pid=856128085&opt=128	Reply[/pid] Post by e471167749 (2026-01-28 10:48): GJD这个位置疯狂卖出，是为了年底还央行的钱么。。。 还债 过给保险和社保 筛选一次性做完了吧 3040借了蛮多的才能兜底的。总是要还的
450	2026-01-28 10:50	856128263	19	https://bbs.nga.cn/read.php?pid=856128263&opt=128	Reply[/pid] Post by 两极反转我要成功 (2026-01-28 10:45): 有一个差不多了
451	2026-01-28 10:52	856128448	32	https://bbs.nga.cn/read.php?pid=856128448&opt=128	对了 我觉得液冷别割肉了。 个人见解
452	2026-01-28 10:53	856128655	151	https://bbs.nga.cn/read.php?pid=856128655&opt=128	Reply[/pid] Post by Doh丶 (2026-01-28 10:51): 有人分析过，借了短期6000多亿，应该都还掉了 反正不是坏事 当时不是分析过么 这些钱总是要出去的 当时预判了200个点的跌幅 目前不用跌就能还完，这不是天大好事是什么 ，GJD这个操作谁还敢骂我第一个不答应。
453	2026-01-28 10:57	856129296	132	https://bbs.nga.cn/read.php?pid=856129296&opt=128	Reply[/pid] Post by 芯茹止 (2026-01-28 10:56): 石油王救救和顺 十几个点的利润需要救？开什么玩笑呢 今天都快新高了上面还有套牢盘？ [图片: ./mon_202601/28/jmQ99cn-ekblKeT1kSbk-5f.jpg] 你别告诉我你是这一小撮？
454	2026-01-28 11:03	856130203	141	https://bbs.nga.cn/read.php?pid=856130203&opt=128	Reply[/pid] Post by 打不过就猫雷 (2026-01-28 11:00): 狼大，这样看来老百姓买保险，保险接龙队的货参与资本市场，也属于是存款搬家了 反正总能从利率低的固定存款出来的 总有办法的 现在只是抑制过热 防止快速无理性的搬家而已 最好就是到期一部分 转投一部分 市场拉起来一点 这样就健康了
455	2026-01-28 11:07	856130800	306	https://bbs.nga.cn/read.php?pid=856130800&opt=128	Reply[/pid] Post by 我的小四月 (2026-01-28 11:04): 狼大，他出了这么多货，对盘面还能精准控制吗？ 没必要了吧 市场接下来就是转好 然后只要有钱把每一次黑天鹅兜起来 4000以上我觉得精准控制大家都不会很好过 至少这段时间你觉得好过吗？ 要抑制个别板块过快速度他也展现了方法，精准打压就行 场内场外一起针对个别板块我觉得GJD还是有能力的。 要走十年长牛 就是要放这个市场更多的自由 大手只要兜底和抑制过快就行。 其他交还给市场
456	2026-01-28 11:09	856131054	14	https://bbs.nga.cn/read.php?pid=856131054&opt=128	石油王 下班！！
457	2026-01-28 11:09	856131197	66	https://bbs.nga.cn/read.php?pid=856131197&opt=128	Reply[/pid] Post by 清浅流月 (2026-01-28 11:08): 昨天的观测很有效 [图片: ./mon_202601/28/jmQ99cn-ccseK6T1kS97-1f.jpg] 希望你后面也能忍得住噢
458	2026-01-28 11:14	856131838	47	https://bbs.nga.cn/read.php?pid=856131838&opt=128	Reply[/pid] Post by weiqi1238 (2026-01-28 11:12): 这个我忍得住，感谢狼大，之前减仓了一半，现在132%的利润垫 .................. 你们到底在我这里吸了多少血
459	2026-01-28 11:18	856132378	105	https://bbs.nga.cn/read.php?pid=856132378&opt=128	Reply[/pid] Post by kex1meirugu0 (2026-01-28 11:16): 狼大最近心情是真好 我不知道你们吸了这么多血 我以为都是亏的 所以今天才反复说不要卖液冷 晓得我就不戳出声了 阴你们几把就老实了
460	2026-01-28 11:21	856132981	60	https://bbs.nga.cn/read.php?pid=856132981&opt=128	反正你们不要追高被套了来说我就行了 只要不匿名我就有机会逮你们
461	2026-01-28 11:24	856133343	311	https://bbs.nga.cn/read.php?pid=856133343&opt=128	Reply[/pid] Post by 等爬墙的红杏 (2026-01-28 11:20): 狼大，真的要相信相信的力量，十年长牛吗。我现在觉得能到27年就是很牛逼了 很简单 你觉得你现在这个生存环境有没有变差 我觉得没有 至少我经常出国 我觉得我目前活得很开心 那我应不应该相信我们的国家？ 我是1000%相信的。 然后看看这个市场 现在的GJD和之前是不是完全不一样了？以前只会用银行兜底，现在每一步都显露得明明白白的 你抛开自己被套的难受经历，你能不能客观的承认这个大手的调
462	2026-01-28 11:27	856133754	131	https://bbs.nga.cn/read.php?pid=856133754&opt=128	Reply[/pid] Post by dandancer (2026-01-28 11:22): 狼大，贵金属板块这么疯狂，无数资金疯狂的涌入，如果黄金期货不大幅回调的话，这个板块GJD有能力打压吗？ 贵金属自从我上一次说了才有转好的迹象，我目前有期货持仓 我就不去凑那个热闹了 万一他又回以前那种不跟期货的状态呢 而且我石油王差哪了
463	2026-01-28 11:29	856134104	76	https://bbs.nga.cn/read.php?pid=856134104&opt=128	Reply[/pid] Post by 鱼饵啊啊 (2026-01-28 11:22): 狼大 ，电源一动不敢动，怎么一直涨啊。。。 &#160;没见过这种架势，突然害怕赚钱了。 。。。。。。。。。。。。。。。NMD外面3000多下跌 你出去喊一声看看你死不死
464	2026-01-28 11:30	856134300	140	https://bbs.nga.cn/read.php?pid=856134300&opt=128	Reply[/pid] Post by 好想去吃串串 (2026-01-28 11:23): 红色揉搓线缩量止跌的含金量还在上升 我随便漏点战法策略都是平时你们看不到的东西 这些东西才是能每个人不同的赚钱方式，我这么多年其实漏了有1/3我自己的水平了 不开玩笑 够你们用的了
465	2026-01-28 11:33	856134679	89	https://bbs.nga.cn/read.php?pid=856134679&opt=128	Reply[/pid] Post by 我叫小土豆国王之谷 (2026-01-28 11:31): 我以为今天能赚钱要看设备，没想到是靠我的液冷底仓，设备要被压到啥时候啊 我前面一个月都没提AI硬 我这几天每天说一次 我就差拿你们仓位操作了吧 当然 这是违法的 我不做
466	2026-01-28 11:41	856135955	74	https://bbs.nga.cn/read.php?pid=856135955&opt=128	Reply[/pid] Post by zippo578 (2026-01-28 11:37): 确实不一样 早上还在跟朋友聊指数 聊这里是不是在做顶什么的 我的看法是，这里国家队有可能在蓄力 所有的技术派和稍微懂点技术的，都在看着上证4190那个位置可能做顶 缓慢涨过去的话，很多技术派是要减仓的 如果是在蓄力，在临门位置加速过去，那技术面的小阶段顶很容易就消失 上涨，震荡，再上涨，再震荡 比以前游资有定价权时候舒服多了 他们懂个P 以前一个主线题材做顶意味着整波行情结束 现
467	2026-01-28 12:11	856139881	193	https://bbs.nga.cn/read.php?pid=856139881&opt=128	Reply[/pid] Post by Chen”陈 (2026-01-28 12:00): 老实说就我个人而言，环境是变差了，30岁的年纪行业已经普遍要面临沉淀池等一系列淘汰机制，收入降低但同时地区社保基数每年都提升很多(还有部分水电煤交通等陆续有文件涨价)。就业焦虑的那段时间我想了很久最后才决定入市，因为只有在最接近本质的地方学会活下来才有在现实里失业也能存活的可能。我跟对象也没想过要孩子，在大城市代步只需要电驴就可以了，就算结婚也不打算搞什么宴席，剩下的任务就是老爸走前
468	2026-01-28 12:16	856140484	107	https://bbs.nga.cn/read.php?pid=856140484&opt=128	Reply[/pid] Post by 真伪善者查尔斯 (2026-01-28 12:14): 太深有体会了 我毕业就是小说网文行业，这个行业才是一波三折，18年集体转型漫画，到20年漫画出海同时有声书崛起，22年开始短剧，再到近几年的动态漫和ai短剧，一步抓不住就要被淘汰，我从一个学土木的应届生到后面都要兼职小制片 不学就要被淘汰了 对啊 最近AI写小说 到AI动漫和AI短剧 这些不是挣钱方向？只要你制作精美 甚至可能被大厂收了做IP 就看做不做而已了
469	2026-01-28 12:18	856140809	211	https://bbs.nga.cn/read.php?pid=856140809&opt=128	就好比我为什么持续在更新帖子，就是让人看到我自己也在学习，我不学习我能懂什么是半导体产业链 航天 AI应用 机器人？ 我不说别的 你们炒股了至少过年和亲戚吹牛P什么方向都能聊了吧 从地下开采矿物石油到宇宙航天哪个方向插不上嘴？
470	2026-01-28 12:20	856141010	136	https://bbs.nga.cn/read.php?pid=856141010&opt=128	Reply[/pid] Post by Foorv (2026-01-28 12:18): 跟这个没关系，ai兴起反而会让年龄段卡的更死，一些大厂员工985211遍地，但大环境该汰换还是汰换，跟你能力没啥关系，除了管理层找不到年纪大的了 你不去大厂不就好了 除了北上广深其他地方没有工作了？西南片区这种人材都没饱和 只是有些人宁可在北京住5平方米的地铺也不愿意去别的城市而已
471	2026-01-28 12:54	856144762	72	https://bbs.nga.cn/read.php?pid=856144762&opt=128	你们懂AI 能爬墙的 去看看外网那个龙虾AI软件，那个不错 有点一代贾维斯的味道了
472	2026-01-28 13:05	856145790	59	https://bbs.nga.cn/read.php?pid=856145790&opt=128	Reply[/pid] Post by 露西安 (2026-01-28 13:00): 狼大这话说的有点武断了，至少成都这块，因为好的产稀缺，就业反而比北上深还卷的厉害同行业同档次的单位，成都这边几个单位都比北京门槛高一大截 我们单位在nga职场区算是狗都嫌的，十年前211本科运气好的都能进，现在双985+保研+国家级奖学金是简历门槛，人力的哥们说去年招80号人，过简历门槛都有1500多人，北京那边行业几个头部单位都没这么夸张 整个西南就成都？而且你别太高期望啊 一个月2W 
473	2026-01-28 13:12	856146505	75	https://bbs.nga.cn/read.php?pid=856146505&opt=128	Reply[/pid] Post by sujac0102 (2026-01-28 13:10): 狼大，要是能有这个工资大家会背井离乡挤北上广么？ 像西南给一万大部分人都觉得挺好的了 有的 其实只要愿意做 1W多 2W真的不难找的，前提是眼光放开一点 实力也要有一点
474	2026-01-28 13:25	856147917	57	https://bbs.nga.cn/read.php?pid=856147917&opt=128	Reply[/pid] Post by xhox (2026-01-28 13:24): 越来越压不住的样子，能到4141附近 反正哪天收盘都没有砸盘 那就是结束了 根本不用盘中判断。
475	2026-01-28 13:45	856150103	76	https://bbs.nga.cn/read.php?pid=856150103&opt=128	你们是不是总想朝九晚五还很轻松？你放弃这个正常时间 你就发现就业市场还是有的。
476	2026-01-28 13:51	856150744	173	https://bbs.nga.cn/read.php?pid=856150744&opt=128	Reply[/pid] Post by sujac0102 (2026-01-28 13:48): 狼大放弃这个正常时间是什么时间？ 西南方向因为日照时间长，很多夜生活的，这些方向的后勤大部分也是从下午到晚上的。 而且近一年来西南乡村直播非常火热，他的配套宣发啊 带货啊 AI背景啊 不用很高的水平 但是收入不低。
477	2026-01-28 13:58	856151538	153	https://bbs.nga.cn/read.php?pid=856151538&opt=128	Reply[/pid] Post by sujac0102 (2026-01-28 13:53): 昨天和我爸 他问我咋看黄金涨 我说降息全球大放水 叠加大家对美元体系的不看好没信心 我爸来了句 你懂个屁 黄金涨是美元买上来了的 狼大我说的真的不着调么？ 这有啥冲突？全球大放水不就是美元超发？买黄金的肯定也有美元啊，只是更多的是用美元买黄金的其他国家而已 比如我们就是最大的黄金购买方。用的是顺差赚的美金
478	2026-01-28 14:05	856152413	88	https://bbs.nga.cn/read.php?pid=856152413&opt=128	房子这个事我在之前的帖子就说了 而且是直接在帖子里面建议的，听我的估计现在笑死了 卖在最高点
479	2026-01-28 14:09	856152962	62	https://bbs.nga.cn/read.php?pid=856152962&opt=128	Reply[/pid] Post by 气运之茉 (2026-01-28 14:06): 北部湾港广西的吧，听分析前景很好啊，我扔了一点钱过去准备拿个一年半载 平陆运河预计下半年部分地方试航 长线你能拿就会有惊喜 我成本8块
480	2026-01-28 14:14	856153566	55	https://bbs.nga.cn/read.php?pid=856153566&opt=128	Reply[/pid] Post by 米其林在逃八戒 (2026-01-28 14:12): 最近跟女朋友到了谈婚论嫁阶段,刚见完双方父母,她爸妈还是希望买新房结婚,也不知道会不会买在半山腰 两个选择 要么买四代住宅 要么买好学校的腰斩二手学区房
481	2026-01-28 14:16	856153838	53	https://bbs.nga.cn/read.php?pid=856153838&opt=128	Reply[/pid] Post by 榴莲上仙 (2026-01-28 14:12): 认识狼大太晚了 21年9月我还接盘了一套外五线郊区商品房 还好只是为了花公积金 现在已经腰斩无市了 18年开始出售房产 19年卖商场 21年清掉最后的所有租赁
